Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2015-12-02,2,december,2015,46,adults (35-64),m,france,seine saint denis,accessories,helmets,"sport-100 helmet, red",8,13,35,126,104,230
2013-08-09,9,august,2013,48,adults (35-64),f,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, black",6,13,35,105,78,183
2015-08-09,9,august,2015,48,adults (35-64),f,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, black",6,13,35,105,78,183
2014-05-27,27,may,2014,48,adults (35-64),f,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, black",10,13,35,175,130,305
2016-05-27,27,may,2016,48,adults (35-64),f,germany,nordrhein-westfalen,accessories,helmets,"sport-100 helmet, black",10,13,35,175,130,305
2013-07-28,28,july,2013,21,youth (<25),f,australia,victoria,accessories,helmets,"sport-100 helmet, red",1,13,35,15,13,28
2015-07-28,28,july,2015,21,youth (<25),f,australia,victoria,accessories,helmets,"sport-100 helmet, red",3,13,35,44,39,83
2013-08-11,11,august,2013,21,youth (<25),f,australia,victoria,accessories,helmets,"sport-100 helmet, red",23,13,35,337,299,636
2015-08-11,11,august,2015,21,youth (<25),f,australia,victoria,accessories,helmets,"sport-100 helmet, red",23,13,35,337,299,636
2013-12-21,21,december,2013,24,youth (<25),m,australia,tasmania,accessories,helmets,"sport-100 helmet, red",2,13,35,31,26,57
2015-12-21,21,december,2015,24,youth (<25),m,australia,tasmania,accessories,helmets,"sport-100 helmet, red",2,13,35,31,26,57
2013-07-13,13,july,2013,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",28,13,35,489,364,853
2015-07-13,13,july,2015,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",28,13,35,489,364,853
2015-07-13,13,july,2015,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",25,13,35,436,325,761
2013-08-01,1,august,2013,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",9,13,35,157,117,274
2015-08-01,1,august,2015,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",7,13,35,122,91,213
2013-10-06,6,october,2013,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",2,13,35,35,26,61
2015-10-06,6,october,2015,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",4,13,35,70,52,122
2013-12-20,20,december,2013,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",13,13,35,227,169,396
2015-12-20,20,december,2015,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",11,13,35,192,143,335
2014-04-20,20,april,2014,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",8,13,35,140,104,244
2016-04-20,20,april,2016,25,young adults (25-34),f,australia,new south wales,accessories,helmets,"sport-100 helmet, blue",9,13,35,157,117,274
2013-09-07,7,september,2013,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",28,13,35,547,364,911
2015-09-07,7,september,2015,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",26,13,35,508,338,846
2013-09-23,23,september,2013,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",4,13,35,78,52,130
2015-09-23,23,september,2015,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",1,13,35,20,13,33
2013-12-28,28,december,2013,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",2,13,35,39,26,65
2015-12-28,28,december,2015,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",1,13,35,20,13,33
2014-01-14,14,january,2014,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",6,13,35,117,78,195
2016-01-14,14,january,2016,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",5,13,35,98,65,163
2014-01-18,18,january,2014,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",26,13,35,508,338,846
2016-01-18,18,january,2016,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",23,13,35,450,299,749
2014-03-28,28,march,2014,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",17,13,35,332,221,553
2016-03-28,28,march,2016,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",16,13,35,313,208,521
2014-04-06,6,april,2014,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",7,13,35,137,91,228
2016-04-06,6,april,2016,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",4,13,35,78,52,130
2014-05-12,12,may,2014,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",28,13,35,547,364,911
2016-05-12,12,may,2016,24,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",29,13,35,567,377,944
2014-05-27,27,may,2014,26,young adults (25-34),f,germany,bayern,accessories,helmets,"sport-100 helmet, blue",11,13,35,238,143,381
2016-05-27,27,may,2016,26,young adults (25-34),f,germany,bayern,accessories,helmets,"sport-100 helmet, blue",8,13,35,173,104,277
2013-08-23,23,august,2013,26,young adults (25-34),m,germany,brandenburg,accessories,helmets,"sport-100 helmet, blue",17,13,35,368,221,589
2015-08-23,23,august,2015,26,young adults (25-34),m,germany,brandenburg,accessories,helmets,"sport-100 helmet, blue",16,13,35,346,208,554
2013-08-04,4,august,2013,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",26,13,35,563,338,901
2015-08-04,4,august,2015,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",26,13,35,563,338,901
2013-08-14,14,august,2013,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",23,13,35,498,299,797
2015-08-14,14,august,2015,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",20,13,35,433,260,693
2013-08-19,19,august,2013,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",8,13,35,173,104,277
2015-08-19,19,august,2015,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",8,13,35,173,104,277
2013-09-08,8,september,2013,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",2,13,35,43,26,69
2015-09-08,8,september,2015,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",2,13,35,43,26,69
2013-10-21,21,october,2013,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",18,13,35,390,234,624
2015-10-21,21,october,2015,23,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",15,13,35,325,195,520
2013-12-01,1,december,2013,44,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, black",4,13,35,87,52,139
2015-12-01,1,december,2015,44,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, black",4,13,35,87,52,139
2014-03-07,7,march,2014,44,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, black",19,13,35,411,247,658
2016-03-07,7,march,2016,44,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, black",16,13,35,346,208,554
2014-05-10,10,may,2014,44,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, black",28,13,35,606,364,970
2016-05-10,10,may,2016,44,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, black",30,13,35,650,390,1040
2014-06-16,16,june,2014,44,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, black",29,13,35,628,377,1005
2016-06-16,16,june,2016,44,adults (35-64),m,canada,british columbia,accessories,helmets,"sport-100 helmet, black",29,13,35,628,377,1005
2013-11-09,9,november,2013,71,seniors (64+),f,france,seine saint denis,accessories,helmets,"sport-100 helmet, blue",18,13,35,283,234,517
2015-11-09,9,november,2015,71,seniors (64+),f,france,seine saint denis,accessories,helmets,"sport-100 helmet, blue",15,13,35,236,195,431
2013-11-09,9,november,2013,71,seniors (64+),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",11,13,35,227,143,370
2015-11-09,9,november,2015,71,seniors (64+),f,united kingdom,england,accessories,helmets,"sport-100 helmet, red",12,13,35,247,156,403
2013-10-05,5,october,2013,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",16,13,35,234,208,442
2015-10-05,5,october,2015,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",17,13,35,249,221,470
2013-11-30,30,november,2013,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",11,13,35,161,143,304
2015-11-30,30,november,2015,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",9,13,35,132,117,249
2013-12-09,9,december,2013,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",27,13,35,396,351,747
2015-12-09,9,december,2015,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",29,13,35,425,377,802
2014-01-22,22,january,2014,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",16,13,35,234,208,442
2016-01-22,22,january,2016,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",15,13,35,220,195,415
2014-02-21,21,february,2014,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",17,13,35,249,221,470
2016-02-21,21,february,2016,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",18,13,35,264,234,498
2014-03-01,1,march,2014,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",18,13,35,264,234,498
2016-03-01,1,march,2016,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",20,13,35,293,260,553
2014-04-21,21,april,2014,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",28,13,35,410,364,774
2016-04-21,21,april,2016,30,young adults (25-34),f,france,val d'oise,accessories,helmets,"sport-100 helmet, black",26,13,35,381,338,719
2013-08-03,3,august,2013,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",14,13,35,288,182,470
2015-08-03,3,august,2015,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",13,13,35,268,169,437
2013-10-31,31,october,2013,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",21,13,35,433,273,706
2015-10-31,31,october,2015,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",22,13,35,453,286,739
2013-11-30,30,november,2013,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",1,13,35,21,13,34
2015-11-30,30,november,2015,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",2,13,35,41,26,67
2013-12-11,11,december,2013,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",8,13,35,165,104,269
2015-12-11,11,december,2015,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",5,13,35,103,65,168
2013-12-23,23,december,2013,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",7,13,35,144,91,235
2015-12-23,23,december,2015,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",7,13,35,144,91,235
2014-01-01,1,january,2014,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",17,13,35,350,221,571
2016-01-01,1,january,2016,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",14,13,35,288,182,470
2014-01-09,9,january,2014,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",28,13,35,577,364,941
2016-01-09,9,january,2016,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",25,13,35,515,325,840
2014-02-08,8,february,2014,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",3,13,35,62,39,101
2016-02-08,8,february,2016,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",3,13,35,62,39,101
2014-03-01,1,march,2014,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",3,13,35,62,39,101
2016-03-01,1,march,2016,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",1,13,35,21,13,34
2014-03-11,11,march,2014,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",15,13,35,309,195,504
2016-03-11,11,march,2016,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",14,13,35,288,182,470
2014-05-23,23,may,2014,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",5,13,35,103,65,168
2016-05-23,23,may,2016,31,young adults (25-34),m,united kingdom,england,accessories,helmets,"sport-100 helmet, black",2,13,35,41,26,67
2013-10-18,18,october,2013,64,adults (35-64),m,united kingdom,england,accessories,helmets,"sport-100 helmet, red",3,13,35,62,39,101
2015-10-18,18,october,2015,64,adults (35-64),m,united kingdom,england,accessories,helmets,"sport-100 helmet, red",3,13,35,62,39,101
2014-02-18,18,february,2014,18,youth (<25),m,france,essonne,accessories,helmets,"sport-100 helmet, black",9,13,35,185,117,302
2016-02-18,18,february,2016,18,youth (<25),m,france,essonne,accessories,helmets,"sport-100 helmet, black",7,13,35,144,91,235
2014-07-02,2,july,2014,18,youth (<25),m,germany,bayern,accessories,helmets,"sport-100 helmet, blue",20,13,35,433,260,693
2016-07-02,2,july,2016,18,youth (<25),m,germany,bayern,accessories,helmets,"sport-100 helmet, blue",21,13,35,455,273,728
2014-07-08,8,july,2014,19,youth (<25),f,france,val de marne,accessories,helmets,"sport-100 helmet, red",24,13,35,352,312,664
2016-07-08,8,july,2016,19,youth (<25),f,france,val de marne,accessories,helmets,"sport-100 helmet, red",21,13,35,308,273,581
2013-12-14,14,december,2013,20,youth (<25),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",7,13,35,144,91,235
2015-12-14,14,december,2015,20,youth (<25),f,france,essonne,accessories,helmets,"sport-100 helmet, blue",5,13,35,103,65,168
2013-11-07,7,november,2013,20,youth (<25),f,france,hauts de seine,accessories,helmets,"sport-100 helmet, black",13,13,35,254,169,423
2015-11-07,7,november,2015,20,youth (<25),f,france,hauts de seine,accessories,helmets,"sport-100 helmet, black",12,13,35,235,156,391
2013-12-09,9,december,2013,20,youth (<25),m,france,yveline,accessories,helmets,"sport-100 helmet, black",16,13,35,218,208,426
2015-12-09,9,december,2015,20,youth (<25),m,france,yveline,accessories,helmets,"sport-100 helmet, black",17,13,35,231,221,452
2014-01-11,11,january,2014,20,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",14,13,35,274,182,456
2016-01-11,11,january,2016,20,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",13,13,35,254,169,423
2014-05-18,18,may,2014,20,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",16,13,35,313,208,521
2016-05-18,18,may,2016,20,youth (<25),m,germany,hessen,accessories,helmets,"sport-100 helmet, blue",13,13,35,254,169,423
2014-06-15,15,june,2014,21,youth (<25),m,france,hauts de seine,accessories,helmets,"sport-100 helmet, blue",17,13,35,332,221,553
2016-06-15,15,june,2016,21,youth (<25),m,france,hauts de seine,accessories,helmets,"sport-100 helmet, blue",19,13,35,371,247,618
2013-08-12,12,august,2013,24,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",5,13,35,108,65,173
2015-08-12,12,august,2015,24,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",4,13,35,87,52,139
2013-11-03,3,november,2013,24,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",2,13,35,43,26,69
2015-11-03,3,november,2015,24,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",1,13,35,22,13,35
2014-03-26,26,march,2014,24,youth (<25),f,canada,british columbia,accessories,helmets,"sport-100 helmet, red",3,13,35,65,39,104
